"Wavelength","Value","Spectra","Subdir"
459," 9.67030441598343E-03 ","12H00002",""
460," 9.03724441938048E-03 ","12H00002",""
461," 8.45567399781481E-03 ","12H00002",""
462," 7.92655113758771E-03 ","12H00002",""
463," 7.46197985088846E-03 ","12H00002",""
464," 7.01927037912315E-03 ","12H00002",""
465," 6.58728383689189E-03 ","12H00002",""
466," 6.17841387485076E-03 ","12H00002",""
467," 5.7940785637779E-03 ","12H00002",""
468," 5.43607190022912E-03 ","12H00002",""
469," 5.10042504102443E-03 ","12H00002",""
470," 4.79375199999571E-03 ","12H00002",""
471," 4.52758794257384E-03 ","12H00002",""
472," 4.31038382430426E-03 ","12H00002",""
473," 4.14070935281807E-03 ","12H00002",""
474," 3.99424352496969E-03 ","12H00002",""
475," 3.87775636947939E-03 ","12H00002",""
476," 3.79894461751005E-03 ","12H00002",""
477," 3.73718249989517E-03 ","12H00002",""
478," 3.68977227675023E-03 ","12H00002",""
479," 3.66607151252607E-03 ","12H00002",""
480," 3.65479797845068E-03 ","12H00002",""
481," 3.65032672065568E-03 ","12H00002",""
482," 3.65943690071538E-03 ","12H00002",""
483," 3.67815304191342E-03 ","12H00002",""
484," 3.69950749779917E-03 ","12H00002",""
485," 3.73584249743662E-03 ","12H00002",""
486," 3.78408468848603E-03 ","12H00002",""
487," 3.81937040201745E-03 ","12H00002",""
488," 3.85755228168837E-03 ","12H00002",""
489," 3.91152364051962E-03 ","12H00002",""
490," 3.97525421294219E-03 ","12H00002",""
491," 4.0436556380295E-03 ","12H00002",""
492," 4.10878478214264E-03 ","12H00002",""
493," 4.1706662368917E-03 ","12H00002",""
494," 4.23022113236889E-03 ","12H00002",""
495," 4.29269889469323E-03 ","12H00002",""
496," 0.004361684544325 ","12H00002",""
497," 4.4402098977065E-03 ","12H00002",""
498," 4.5028837257538E-03 ","12H00002",""
499," 4.54785498068504E-03 ","12H00002",""
500," 4.59056399180514E-03 ","12H00002",""
501," 4.63211913152659E-03 ","12H00002",""
502," 4.67480225809866E-03 ","12H00002",""
503," 4.7285597040882E-03 ","12H00002",""
504," 4.78278684074727E-03 ","12H00002",""
505," 4.81728220476615E-03 ","12H00002",""
506," 4.84176877606641E-03 ","12H00002",""
507," 4.86265921523045E-03 ","12H00002",""
508," 4.89343521075291E-03 ","12H00002",""
509," 4.92444676676343E-03 ","12H00002",""
510," 4.94614480156113E-03 ","12H00002",""
511," 4.9669031875447E-03 ","12H00002",""
512," 4.98601636852633E-03 ","12H00002",""
513," 4.99651644894638E-03 ","12H00002",""
514," 5.00909760020088E-03 ","12H00002",""
515," 5.02730396652613E-03 ","12H00002",""
516," 5.03985493985659E-03 ","12H00002",""
517," 5.04781765386145E-03 ","12H00002",""
518," 5.05445600983764E-03 ","12H00002",""
519," 5.0660998327245E-03 ","12H00002",""
520," 5.08173487575535E-03 ","12H00002",""
521," 5.09082305403399E-03 ","12H00002",""
522," 5.09704733285998E-03 ","12H00002",""
523," 5.10380278767335E-03 ","12H00002",""
524," 5.11375279038975E-03 ","12H00002",""
525," 5.12597479422094E-03 ","12H00002",""
526," 5.13739094237686E-03 ","12H00002",""
527," 5.14867366405365E-03 ","12H00002",""
528," 5.15839635191795E-03 ","12H00002",""
529," 5.15794018847806E-03 ","12H00002",""
530," 5.16003617161831E-03 ","12H00002",""
531," 5.18009309133244E-03 ","12H00002",""
532," 5.19578515814525E-03 ","12H00002",""
533," 5.20302673381652E-03 ","12H00002",""
534," 5.20706917903791E-03 ","12H00002",""
535," 5.21260375792066E-03 ","12H00002",""
536," 5.22232989892143E-03 ","12H00002",""
537," 5.22944364018897E-03 ","12H00002",""
538," 5.23813216417114E-03 ","12H00002",""
539," 5.25914089023636E-03 ","12H00002",""
540," 5.27113540339153E-03 ","12H00002",""
541," 5.27134598547827E-03 ","12H00002",""
542," 5.28341342755188E-03 ","12H00002",""
543," 5.2950421921415E-03 ","12H00002",""
544," 0.005293213522923 ","12H00002",""
545," 5.29232819334483E-03 ","12H00002",""
546," 5.29493727317408E-03 ","12H00002",""
547," 5.29887447470156E-03 ","12H00002",""
548," 5.30488341255307E-03 ","12H00002",""
549," 5.31171684360799E-03 ","12H00002",""
550," 5.31006485873635E-03 ","12H00002",""
551," 5.30336551170101E-03 ","12H00002",""
552," 5.29894350512226E-03 ","12H00002",""
553," 5.29168425383764E-03 ","12H00002",""
554," 5.28267253267692E-03 ","12H00002",""
555," 5.27997919846699E-03 ","12H00002",""
556," 5.28261815384557E-03 ","12H00002",""
557," 5.28898730064436E-03 ","12H00002",""
558," 5.28718027684566E-03 ","12H00002",""
559," 5.2764970942396E-03 ","12H00002",""
560," 5.26138782540841E-03 ","12H00002",""
561," 5.24576513327209E-03 ","12H00002",""
562," 5.2327166471053E-03 ","12H00002",""
563," 5.22444584861922E-03 ","12H00002",""
564," 5.21812825954185E-03 ","12H00002",""
565," 5.20975953621857E-03 ","12H00002",""
566," 5.20237091622365E-03 ","12H00002",""
567," 5.19427046963842E-03 ","12H00002",""
568," 5.17614103436338E-03 ","12H00002",""
569," 5.16088129338851E-03 ","12H00002",""
570," 5.15603453695837E-03 ","12H00002",""
571," 5.13784890689329E-03 ","12H00002",""
572," 5.11345468999804E-03 ","12H00002",""
573," 5.10731464830958E-03 ","12H00002",""
574," 5.1001522659483E-03 ","12H00002",""
575," 5.08506728174758E-03 ","12H00002",""
576," 5.06499202701757E-03 ","12H00002",""
577," 5.04385620393338E-03 ","12H00002",""
578," 5.0257081714842E-03 ","12H00002",""
579," 5.00395828622608E-03 ","12H00002",""
580," 4.98250830249005E-03 ","12H00002",""
581," 4.97808460192176E-03 ","12H00002",""
582," 4.97535113650423E-03 ","12H00002",""
583," 4.96482745212073E-03 ","12H00002",""
584," 4.95031531537025E-03 ","12H00002",""
585," 4.93445506280014E-03 ","12H00002",""
586," 4.92066148332482E-03 ","12H00002",""
587," 4.91296622792817E-03 ","12H00002",""
588," 4.90911423622951E-03 ","12H00002",""
589," 4.89311611489208E-03 ","12H00002",""
590," 4.87461830512215E-03 ","12H00002",""
591," 4.86352507002941E-03 ","12H00002",""
592," 4.8535308015298E-03 ","12H00002",""
593," 4.84042307842948E-03 ","12H00002",""
594," 4.81588498546965E-03 ","12H00002",""
595," 4.79390726893841E-03 ","12H00002",""
596," 4.77817297189076E-03 ","12H00002",""
597," 4.74234517214719E-03 ","12H00002",""
598," 4.70621885537931E-03 ","12H00002",""
599," 4.70386504738606E-03 ","12H00002",""
600," 4.69341939988014E-03 ","12H00002",""
601," 4.66597726517832E-03 ","12H00002",""
602," 4.6365563297225E-03 ","12H00002",""
603," 4.6106308919453E-03 ","12H00002",""
604," 4.59188329672846E-03 ","12H00002",""
605," 4.5703933761815E-03 ","12H00002",""
606," 4.5449695856607E-03 ","12H00002",""
607," 4.51695445149492E-03 ","12H00002",""
608," 4.49196917078587E-03 ","12H00002",""
609," 4.4721728418363E-03 ","12H00002",""
610," 4.45114997290528E-03 ","12H00002",""
611," 4.43345883081845E-03 ","12H00002",""
612," 4.42533894321657E-03 ","12H00002",""
613," 4.40381220621623E-03 ","12H00002",""
614," 4.37084526611363E-03 ","12H00002",""
615," 4.35596864249262E-03 ","12H00002",""
616," 4.3335292325361E-03 ","12H00002",""
617," 4.28985151829955E-03 ","12H00002",""
618," 4.26180710194334E-03 ","12H00002",""
619," 4.24614446187075E-03 ","12H00002",""
620," 4.22560192284891E-03 ","12H00002",""
621," 4.20209059727457E-03 ","12H00002",""
622," 4.17432025804219E-03 ","12H00002",""
623," 4.1368187459764E-03 ","12H00002",""
624," 4.10306170454359E-03 ","12H00002",""
625," 4.08662738677505E-03 ","12H00002",""
626," 4.06346748243969E-03 ","12H00002",""
627," 4.03245652971825E-03 ","12H00002",""
628," 4.00750133138413E-03 ","12H00002",""
629," 3.98214717778156E-03 ","12H00002",""
630," 3.95333817650299E-03 ","12H00002",""
631," 3.92418891211392E-03 ","12H00002",""
632," 3.89464351185927E-03 ","12H00002",""
633," 3.86392983341599E-03 ","12H00002",""
634," 0.003831298055127 ","12H00002",""
635," 3.79941910118149E-03 ","12H00002",""
636," 3.77963559632464E-03 ","12H00002",""
637," 3.75952876680105E-03 ","12H00002",""
638," 3.72857531361887E-03 ","12H00002",""
639," 3.69854409333718E-03 ","12H00002",""
640," 3.67199887212312E-03 ","12H00002",""
641," 3.64961306995509E-03 ","12H00002",""
642," 3.62866923902734E-03 ","12H00002",""
643," 3.60652738400614E-03 ","12H00002",""
644," 3.57527655069284E-03 ","12H00002",""
645," 3.54669995583721E-03 ","12H00002",""
646," 3.53698884041612E-03 ","12H00002",""
647," 3.5192645490033E-03 ","12H00002",""
648," 3.49192467865301E-03 ","12H00002",""
649," 3.47683519143645E-03 ","12H00002",""
650," 3.45838343803853E-03 ","12H00002",""
651," 3.4273913008589E-03 ","12H00002",""
652," 3.40396315150473E-03 ","12H00002",""
653," 3.38385403984317E-03 ","12H00002",""
654," 3.35093331186468E-03 ","12H00002",""
655," 3.32391037905546E-03 ","12H00002",""
656," 3.30829712858428E-03 ","12H00002",""
657," 3.29638140145554E-03 ","12H00002",""
658," 3.28537656837499E-03 ","12H00002",""
659," 3.27265550440478E-03 ","12H00002",""
660," 3.25465186095154E-03 ","12H00002",""
661," 3.23292546318844E-03 ","12H00002",""
662," 3.21388698072692E-03 ","12H00002",""
663," 3.19681309825081E-03 ","12H00002",""
664," 3.18085116350108E-03 ","12H00002",""
665," 3.16132800383875E-03 ","12H00002",""
666," 3.14095886221477E-03 ","12H00002",""
667," 3.12469967000747E-03 ","12H00002",""
668," 3.11315336502814E-03 ","12H00002",""
669," 3.10433616103533E-03 ","12H00002",""
670," 3.09026123429173E-03 ","12H00002",""
671," 3.07324198528838E-03 ","12H00002",""
672," 3.05622632045448E-03 ","12H00002",""
673," 3.0499489502662E-03 ","12H00002",""
674," 3.04694202956152E-03 ","12H00002",""
675," 3.0219894458462E-03 ","12H00002",""
676," 3.00923354206996E-03 ","12H00002",""
677," 3.01695424790687E-03 ","12H00002",""
678," 3.01384697473702E-03 ","12H00002",""
679," 3.00086978446986E-03 ","12H00002",""
680," 2.98274451354056E-03 ","12H00002",""
681," 2.97793103454742E-03 ","12H00002",""
682," 2.98126590129077E-03 ","12H00002",""
683," 2.95834170147553E-03 ","12H00002",""
684," 2.94155387115362E-03 ","12H00002",""
685," 2.94735262733551E-03 ","12H00002",""
686," 2.94017472813301E-03 ","12H00002",""
687," 2.92472786117513E-03 ","12H00002",""
688," 2.91761432592843E-03 ","12H00002",""
689," 2.91418039265967E-03 ","12H00002",""
690," 2.91310324456588E-03 ","12H00002",""
691," 2.91449875106922E-03 ","12H00002",""
692," 2.91243785152832E-03 ","12H00002",""
693," 2.90209694451629E-03 ","12H00002",""
694," 2.89187762621765E-03 ","12H00002",""
695," 2.88567910892606E-03 ","12H00002",""
696," 2.89018663031707E-03 ","12H00002",""
697," 2.88838370482392E-03 ","12H00002",""
698," 2.87491452786455E-03 ","12H00002",""
699," 2.86466070132407E-03 ","12H00002",""
700," 2.86252091608946E-03 ","12H00002",""
701," 2.87256551259871E-03 ","12H00002",""
702," 2.87451253943522E-03 ","12H00002",""
703," 2.86638640627298E-03 ","12H00002",""
704," 2.86099403207132E-03 ","12H00002",""
705," 2.86089973838726E-03 ","12H00002",""
706," 2.8654832014262E-03 ","12H00002",""
707," 2.85190836072443E-03 ","12H00002",""
708," 2.83340428235448E-03 ","12H00002",""
709," 2.8410569015482E-03 ","12H00002",""
710," 2.84787935087244E-03 ","12H00002",""
711," 2.84710246773241E-03 ","12H00002",""
712," 2.84986534586236E-03 ","12H00002",""
713," 2.84945483841682E-03 ","12H00002",""
714," 2.84035739680638E-03 ","12H00002",""
715," 2.84247656687786E-03 ","12H00002",""
716," 2.85238170774136E-03 ","12H00002",""
717," 2.85027261660073E-03 ","12H00002",""
718," 2.84903553951958E-03 ","12H00002",""
719," 2.8527952938004E-03 ","12H00002",""
720," 2.85212600967763E-03 ","12H00002",""
721," 2.85250063230399E-03 ","12H00002",""
722," 2.86192515990234E-03 ","12H00002",""
723," 2.86566395629207E-03 ","12H00002",""
724," 2.8639149065859E-03 ","12H00002",""
725," 2.87091954601234E-03 ","12H00002",""
726," 2.87683844844272E-03 ","12H00002",""
727," 2.87593504738542E-03 ","12H00002",""
728," 2.87531559858687E-03 ","12H00002",""
729," 2.87415273061853E-03 ","12H00002",""
730," 2.86837049877676E-03 ","12H00002",""
731," 2.87286502255955E-03 ","12H00002",""
732," 2.88615337915124E-03 ","12H00002",""
733," 2.88008464866043E-03 ","12H00002",""
734," 2.87318750858576E-03 ","12H00002",""
735," 2.8818407154284E-03 ","12H00002",""
736," 2.8892339307434E-03 ","12H00002",""
737," 2.89237542065405E-03 ","12H00002",""
738," 2.89052351250583E-03 ","12H00002",""
739," 2.89542856573728E-03 ","12H00002",""
740," 2.90823292999907E-03 ","12H00002",""
741," 2.90626309531044E-03 ","12H00002",""
742," 2.90082847928038E-03 ","12H00002",""
743," 2.90705934200566E-03 ","12H00002",""
744," 2.90926745606731E-03 ","12H00002",""
745," 2.90707825248507E-03 ","12H00002",""
746," 2.91020793832851E-03 ","12H00002",""
747," 2.91458175499703E-03 ","12H00002",""
748," 2.91850948020133E-03 ","12H00002",""
749," 2.9270862661272E-03 ","12H00002",""
750," 2.93333076906957E-03 ","12H00002",""
751," 2.92551331686156E-03 ","12H00002",""
752," 2.92455197270071E-03 ","12H00002",""
753," 2.93393903168806E-03 ","12H00002",""
754," 2.94175422849107E-03 ","12H00002",""
755," 2.95125024271874E-03 ","12H00002",""
756," 2.96323928688344E-03 ","12H00002",""
757," 2.96127141198843E-03 ","12H00002",""
758," 2.95379841219928E-03 ","12H00002",""
759," 2.96277468558352E-03 ","12H00002",""
760," 2.97469318107097E-03 ","12H00002",""
761," 2.98276095758581E-03 ","12H00002",""
762," 2.97757066275662E-03 ","12H00002",""
763," 2.96960492487047E-03 ","12H00002",""
764," 2.96956320021369E-03 ","12H00002",""
765," 2.9781355786778E-03 ","12H00002",""
766," 0.002990002939255 ","12H00002",""
767," 2.9917325745382E-03 ","12H00002",""
768," 2.98914471687146E-03 ","12H00002",""
769," 2.98654537571446E-03 ","12H00002",""
770," 2.99464803024108E-03 ","12H00002",""
771," 3.00564943179532E-03 ","12H00002",""
772," 3.00936940691012E-03 ","12H00002",""
773," 3.01185386962433E-03 ","12H00002",""
774," 3.01505167777913E-03 ","12H00002",""
775," 3.02186804195058E-03 ","12H00002",""
776," 3.02342023747621E-03 ","12H00002",""
777," 3.01701614168327E-03 ","12H00002",""
778," 3.01906134004295E-03 ","12H00002",""
779," 3.02551000493335E-03 ","12H00002",""
780," 3.02753546466284E-03 ","12H00002",""
781," 3.03289083389799E-03 ","12H00002",""
782," 3.04081073895896E-03 ","12H00002",""
783," 3.04175693721946E-03 ","12H00002",""
784," 3.04219926665311E-03 ","12H00002",""
785," 3.04651421796825E-03 ","12H00002",""
786," 3.05384837519215E-03 ","12H00002",""
787," 3.05845642132192E-03 ","12H00002",""
788," 3.04974966391164E-03 ","12H00002",""
789," 3.04968247204017E-03 ","12H00002",""
790," 3.06102785265447E-03 ","12H00002",""
791," 3.06439228712659E-03 ","12H00002",""
792," 3.06632852955425E-03 ","12H00002",""
793," 3.07208026517502E-03 ","12H00002",""
794," 3.07515669565901E-03 ","12H00002",""
795," 0.003077229921612 ","12H00002",""
796," 3.08423779796902E-03 ","12H00002",""
797," 3.09007917777793E-03 ","12H00002",""
798," 3.09244953073099E-03 ","12H00002",""
799," 3.09102358401292E-03 ","12H00002",""
800," 3.08995274911113E-03 ","12H00002",""
801," 3.09296639467246E-03 ","12H00002",""
802," 3.09543410740073E-03 ","12H00002",""
803," 3.09768013553259E-03 ","12H00002",""
804," 3.10366212261364E-03 ","12H00002",""
805," 3.10529736125643E-03 ","12H00002",""
806," 3.10127085359707E-03 ","12H00002",""
807," 3.10305335957875E-03 ","12H00002",""
808," 3.10363719911119E-03 ","12H00002",""
809," 0.003095594964286 ","12H00002",""
810," 3.10086508727237E-03 ","12H00002",""
811," 3.11740978614445E-03 ","12H00002",""
812," 3.1274605077417E-03 ","12H00002",""
813," 3.13302075796844E-03 ","12H00002",""
814," 3.13377240759927E-03 ","12H00002",""
815," 3.12603883786401E-03 ","12H00002",""
816," 3.12319526863099E-03 ","12H00002",""
817," 3.14033564899561E-03 ","12H00002",""
818," 3.1468961665786E-03 ","12H00002",""
819," 3.14054367231297E-03 ","12H00002",""
820," 3.13582214908086E-03 ","12H00002",""
821," 3.13667881556597E-03 ","12H00002",""
822," 3.14463467717764E-03 ","12H00002",""
823," 3.15155183017149E-03 ","12H00002",""
824," 3.1554449494383E-03 ","12H00002",""
825," 3.15513704083936E-03 ","12H00002",""
826," 3.15315655872869E-03 ","12H00002",""
827," 3.15118669881073E-03 ","12H00002",""
828," 3.15093254962918E-03 ","12H00002",""
829," 3.15561569409396E-03 ","12H00002",""
830," 3.16454146069751E-03 ","12H00002",""
831," 3.16128563679918E-03 ","12H00002",""
832," 3.15517282767274E-03 ","12H00002",""
833," 3.16110524848238E-03 ","12H00002",""
834," 3.16265227421893E-03 ","12H00002",""
835," 3.16069811229657E-03 ","12H00002",""
836," 3.17220286278869E-03 ","12H00002",""
837," 3.18020668623359E-03 ","12H00002",""
838," 3.17590829503582E-03 ","12H00002",""
839," 3.16671637855116E-03 ","12H00002",""
840," 3.16464775725525E-03 ","12H00002",""
841," 3.18460322295995E-03 ","12H00002",""
842," 3.19561594639792E-03 ","12H00002",""
843," 3.19360121140821E-03 ","12H00002",""
844," 3.19500729364822E-03 ","12H00002",""
845," 3.19340786548354E-03 ","12H00002",""
846," 3.18818932919504E-03 ","12H00002",""
847," 3.19993971413375E-03 ","12H00002",""
848," 3.21091824833101E-03 ","12H00002",""
849," 3.19360190634078E-03 ","12H00002",""
850," 3.19332901571154E-03 ","12H00002",""
851," 3.20963791512401E-03 ","12H00002",""
852," 3.20078771054103E-03 ","12H00002",""
853," 0.003191923424782 ","12H00002",""
854," 3.1961528054547E-03 ","12H00002",""
855," 3.20301562116963E-03 ","12H00002",""
856," 3.20844580690841E-03 ","12H00002",""
857," 3.20849948292658E-03 ","12H00002",""
858," 3.21791496338614E-03 ","12H00002",""
859," 3.23261915577994E-03 ","12H00002",""
860," 3.22760502685548E-03 ","12H00002",""
861," 3.22296608345687E-03 ","12H00002",""
862," 3.22642795494246E-03 ","12H00002",""
863," 3.21447607240539E-03 ","12H00002",""
864," 3.19893680197363E-03 ","12H00002",""
865," 3.19767177276345E-03 ","12H00002",""
866," 3.19808671225315E-03 ","12H00002",""
867," 3.1987944916853E-03 ","12H00002",""
868," 3.20323940282094E-03 ","12H00002",""
869," 3.21534752808998E-03 ","12H00002",""
870," 3.2329499073575E-03 ","12H00002",""
871," 3.2330278694772E-03 ","12H00002",""
872," 3.22517915955809E-03 ","12H00002",""
873," 3.2238493428721E-03 ","12H00002",""
874," 3.22777616545186E-03 ","12H00002",""
875," 3.23146797560215E-03 ","12H00002",""
876," 3.21643126647583E-03 ","12H00002",""
877," 3.21476411730493E-03 ","12H00002",""
878," 3.23580301286168E-03 ","12H00002",""
879," 3.24801547752163E-03 ","12H00002",""
880," 3.24898457386767E-03 ","12H00002",""
881," 0.003240073187373 ","12H00002",""
882," 3.23715187791774E-03 ","12H00002",""
883," 3.23918717821196E-03 ","12H00002",""
884," 3.23064758277724E-03 ","12H00002",""
885," 3.23806226321197E-03 ","12H00002",""
886," 3.26074636072463E-03 ","12H00002",""
887," 3.24314964059516E-03 ","12H00002",""
888," 3.22007883408101E-03 ","12H00002",""
889," 3.22715502444963E-03 ","12H00002",""
890," 3.2534176334659E-03 ","12H00002",""
891," 3.27871525543021E-03 ","12H00002",""
892," 3.26428720702776E-03 ","12H00002",""
893," 3.24483246044065E-03 ","12H00002",""
894," 3.23344198216213E-03 ","12H00002",""
895," 3.2333048072126E-03 ","12H00002",""
896," 3.22672000797189E-03 ","12H00002",""
897," 3.20427669362217E-03 ","12H00002",""
898," 3.21820236090369E-03 ","12H00002",""
899," 3.24457730556772E-03 ","12H00002",""
900," 3.22637204935501E-03 ","12H00002",""
901," 3.2193207973905E-03 ","12H00002",""
902," 3.23166585988741E-03 ","12H00002",""
903," 3.23048425009296E-03 ","12H00002",""
904," 3.23173723460659E-03 ","12H00002",""
905," 3.24231776149797E-03 ","12H00002",""
906," 3.23057690402435E-03 ","12H00002",""
907," 3.22200666444406E-03 ","12H00002",""
908," 3.2568748996616E-03 ","12H00002",""
909," 3.25927144853508E-03 ","12H00002",""
910," 3.22894159697956E-03 ","12H00002",""
911," 3.22735867103686E-03 ","12H00002",""
912," 3.2266074736694E-03 ","12H00002",""
913," 3.21703103145196E-03 ","12H00002",""
914," 3.21844593328071E-03 ","12H00002",""
915," 3.22291989975938E-03 ","12H00002",""
916," 3.22001028280974E-03 ","12H00002",""
917," 3.21423467440904E-03 ","12H00002",""
918," 3.21068235373885E-03 ","12H00002",""
919," 3.21904800638412E-03 ","12H00002",""
920," 3.23390437954414E-03 ","12H00002",""
921," 3.24772908835488E-03 ","12H00002",""
922," 3.23917884556146E-03 ","12H00002",""
923," 3.22140798556311E-03 ","12H00002",""
924," 3.20870540314088E-03 ","12H00002",""
925," 3.21923193015919E-03 ","12H00002",""
926," 3.23645610288862E-03 ","12H00002",""
927," 3.22503361503931E-03 ","12H00002",""
928," 3.22146477138915E-03 ","12H00002",""
929," 3.23087969237179E-03 ","12H00002",""
930," 3.23613979194189E-03 ","12H00002",""
931," 3.21973819500493E-03 ","12H00002",""
932," 3.18102171043008E-03 ","12H00002",""
933," 3.19025269288921E-03 ","12H00002",""
934," 3.21179734265155E-03 ","12H00002",""
935," 3.19126045796717E-03 ","12H00002",""
936," 3.17207477991507E-03 ","12H00002",""
937," 3.16873619414522E-03 ","12H00002",""
938," 3.1957551772007E-03 ","12H00002",""
939," 3.2153867774019E-03 ","12H00002",""
940," 3.21376205417267E-03 ","12H00002",""
941," 3.21122464280575E-03 ","12H00002",""
942," 3.19595213083108E-03 ","12H00002",""
943," 3.16266528135665E-03 ","12H00002",""
944," 3.17744340091778E-03 ","12H00002",""
945," 3.2100540554766E-03 ","12H00002",""
946," 3.18300426818871E-03 ","12H00002",""
947," 3.18911838893284E-03 ","12H00002",""
948," 3.23011163523745E-03 ","12H00002",""
949," 3.21427955583364E-03 ","12H00002",""
950," 3.18894103994321E-03 ","12H00002",""
951," 3.17891513259974E-03 ","12H00002",""
952," 3.15133265013639E-03 ","12H00002",""
953," 3.13509444983046E-03 ","12H00002",""
954," 3.16545218556976E-03 ","12H00002",""
955," 3.18009010767462E-03 ","12H00002",""
956," 3.1807461102079E-03 ","12H00002",""
957," 3.21447671870985E-03 ","12H00002",""
958," 3.20473193066639E-03 ","12H00002",""
959," 3.1480887047725E-03 ","12H00002",""
960," 3.1562266277379E-03 ","12H00002",""
961," 3.17393437385777E-03 ","12H00002",""
962," 3.15785844926602E-03 ","12H00002",""
963," 3.13731155228852E-03 ","12H00002",""
964," 3.12856488578373E-03 ","12H00002",""
965," 3.14940646818753E-03 ","12H00002",""
966," 3.17782553529786E-03 ","12H00002",""
967," 3.1940227972379E-03 ","12H00002",""
968," 3.15722759607347E-03 ","12H00002",""
969," 3.12760008456638E-03 ","12H00002",""
970," 3.1360315971186E-03 ","12H00002",""
971," 3.19514511038493E-03 ","12H00002",""
972," 3.2183500642548E-03 ","12H00002",""
973," 3.14030778876745E-03 ","12H00002",""
974," 3.13890629864221E-03 ","12H00002",""
975," 3.18234858292899E-03 ","12H00002",""
976," 3.15919641536483E-03 ","12H00002",""
977," 3.14373478583571E-03 ","12H00002",""
978," 3.14241070740292E-03 ","12H00002",""
979," 3.10587281404872E-03 ","12H00002",""
980," 3.08798319574927E-03 ","12H00002",""
981," 3.11205752896737E-03 ","12H00002",""
982," 3.15191208718204E-03 ","12H00002",""
983," 3.15054982114496E-03 ","12H00002",""
984," 3.06423157793088E-03 ","12H00002",""
985," 3.03896772913948E-03 ","12H00002",""
986," 3.06486096934189E-03 ","12H00002",""
987," 3.06352930392793E-03 ","12H00002",""
988," 3.13526794781237E-03 ","12H00002",""
989," 3.24340106164618E-03 ","12H00002",""
990," 3.16568991403793E-03 ","12H00002",""
991," 3.07506117107645E-03 ","12H00002",""
992," 3.0568100015933E-03 ","12H00002",""
993," 3.01798224374516E-03 ","12H00002",""
994," 2.98995508374828E-03 ","12H00002",""
995," 3.00974407293249E-03 ","12H00002",""
996," 3.05588881719352E-03 ","12H00002",""
997," 3.08865178819823E-03 ","12H00002",""
998," 3.04226688760374E-03 ","12H00002",""
999," 3.01515189714363E-03 ","12H00002",""
1000," 3.0221541983231E-03 ","12H00002",""
1001," 3.00044429205099E-03 ","12H00002",""
1002," 0.003003207591198 ","12H00002",""
1003," 3.04170728577435E-03 ","12H00002",""
1004," 3.02336959312733E-03 ","12H00002",""
1005," 2.98758140947774E-03 ","12H00002",""
1006," 2.97687365115761E-03 ","12H00002",""
1007," 2.92893590354521E-03 ","12H00002",""
1008," 2.91195581324635E-03 ","12H00002",""
1009," 3.05966262425413E-03 ","12H00002",""
1010," 3.11649281952149E-03 ","12H00002",""
1011," 3.05736462070549E-03 ","12H00002",""
1012," 3.0452143937259E-03 ","12H00002",""
1013," 3.05159662848584E-03 ","12H00002",""
1014," 3.06017214628189E-03 ","12H00002",""
1015," 3.03026963380118E-03 ","12H00002",""
1016," 3.00096489918518E-03 ","12H00002",""
1017," 3.00746080479448E-03 ","12H00002",""
1018," 3.04040584729632E-03 ","12H00002",""
1019," 3.06965723866412E-03 ","12H00002",""
1020," 3.0543724483817E-03 ","12H00002",""
1021," 2.99111602224613E-03 ","12H00002",""
1022," 2.9321443170532E-03 ","12H00002",""
1023," 3.03168786877029E-03 ","12H00002",""
1024," 3.03023755967282E-03 ","12H00002",""
1025," 2.90279537315734E-03 ","12H00002",""
1026," 2.96788710600472E-03 ","12H00002",""
1027," 3.06300985565968E-03 ","12H00002",""
1028," 3.07182047690682E-03 ","12H00002",""
1029," 3.0121595728787E-03 ","12H00002",""
1030," 2.96190062021351E-03 ","12H00002",""
1031," 3.00182777806643E-03 ","12H00002",""
1032," 2.98578936152896E-03 ","12H00002",""
1033," 2.93470477093673E-03 ","12H00002",""
1034," 2.94482545016914E-03 ","12H00002",""
1035," 3.00582663133367E-03 ","12H00002",""
1036," 3.06097771241145E-03 ","12H00002",""
1037," 2.91206080408269E-03 ","12H00002",""
1038," 2.86708893727284E-03 ","12H00002",""
1039," 3.01688499819251E-03 ","12H00002",""
1040," 3.04977531053273E-03 ","12H00002",""
1041," 2.95900730224001E-03 ","12H00002",""
1042," 2.78909844126036E-03 ","12H00002",""
1043," 2.80341121299528E-03 ","12H00002",""
1044," 2.95510201865529E-03 ","12H00002",""
1045," 3.11608609290612E-03 ","12H00002",""
1046," 3.16030106423024E-03 ","12H00002",""
1047," 3.11139744771699E-03 ","12H00002",""
1048," 3.11623433576668E-03 ","12H00002",""
1049," 2.99634831893807E-03 ","12H00002",""
1050," 2.80108120791722E-03 ","12H00002",""
1051," 0.002907185069722 ","12H00002",""
1052," 2.99672211633774E-03 ","12H00002",""
1053," 2.91872396334782E-03 ","12H00002",""
1054," 2.79743414748994E-03 ","12H00002",""
1055," 2.75799461254959E-03 ","12H00002",""
1056," 2.88104546360941E-03 ","12H00002",""
1057," 2.97277116839004E-03 ","12H00002",""
1058," 2.94110425468021E-03 ","12H00002",""
1059," 2.72196241514672E-03 ","12H00002",""
1060," 2.68082452922829E-03 ","12H00002",""
1061," 2.78398738245208E-03 ","12H00002",""
1062," 2.76288889452563E-03 ","12H00002",""
1063," 2.67411810111872E-03 ","12H00002",""
1064," 2.59284507665775E-03 ","12H00002",""
